Year,Month,Month Start Date,Community,Total Complaints,Total Number of Callers,data_as_of,data_loaded_at
2014,7,2014/07/01,Daly City,137,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,Foster City,8,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,Menlo Park,8,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,Millbrae,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,Moraga,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,Oakland,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,Pacifica,78,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,Palo Alto,23,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,Portola Valley,42,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,Redwood City,4,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,San Bruno,8,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,San Carlos,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,San Francisco,4,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,San Mateo,4,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,San Rafael,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,South San Francisco,39,24,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,St. Helena,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,7,2014/07/01,Woodside,5,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Alameda,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Atherton,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Belmont,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Brisbane,453,17,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Daly City,101,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Foster City,10,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Hillsborough,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Menlo Park,5,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Moraga,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Oakland,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Pacifica,80,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Palo Alto,59,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Portola Valley,54,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Redwood City,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,San Bruno,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,San Carlos,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,San Francisco,9,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,San Mateo,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,South San Francisco,23,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,8,2014/08/01,Woodside,10,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Atherton,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Brisbane,1324,19,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Burlingame,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Daly City,73,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,East Palo Alto,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Foster City,15,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Los Altos,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Menlo Park,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Millbrae,4,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Moss Beach,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Novato,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Oakland,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Pacifica,63,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Palo Alto,39,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Portola Valley,68,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Redwood City,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,San Bruno,12,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,San Francisco,7,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,San Mateo,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,South San Francisco,15,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,9,2014/09/01,Woodside,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Alameda,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Atherton,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Brisbane,1486,34,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Burlingame,5,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Daly City,124,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Foster City,6,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Menlo Park,10,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Mill valley,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Millbrae,12,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Oakland,7,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Pacifica,151,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Palo Alto,68,24,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Portola Valley,54,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,Redwood City,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,San Bruno,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,San Carlos,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,San Francisco,20,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,San Mateo,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,10,2014/10/01,South San Francisco,5,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Atherton,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Belmont,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Brisbane,1153,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Burlingame,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Daly City,63,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,El Cerrito,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Menlo Park,17,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Millbrae,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Pacifica,170,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Palo Alto,49,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Portola Valley,227,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Richmond,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,San Bruno,5,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,San Carlos,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,San Francisco,10,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,South San Francisco,9,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,11,2014/11/01,Woodside,8,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Alameda,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Atherton,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Brisbane,764,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Burlingame,5,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Daly City,111,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,El Cerrito,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Foster City,12,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Hillsborough,4,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Menlo Park,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Mill Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Millbrae,14,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Oakland,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Pacifica,282,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Palo Alto,219,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Portola Valley,535,28,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Redwood City,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Richmond,113,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,San Bruno,8,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,San Carlos,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,San Francisco,86,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,San Mateo,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,San Ramon,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,South San Francisco,46,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Tiburon,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2014,12,2014/12/01,Woodside,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Atherton,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Brisbane,899,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Daly City,48,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Foster City,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Hillsborough,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Millbrae,13,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Mountain View,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Oakland,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Pacifica,389,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Palo Alto,545,17,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Portola Valley,721,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,San Bruno,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,San Francisco,14,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,San Mateo,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,South San Francisco,39,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,1,2015/01/01,Woodside,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Alameda,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Atherton,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Brisbane,1114,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Burlingame,8,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Daly City,73,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Hillsborough,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Los Altos,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Menlo Park,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Millbrae,14,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Oakland,12,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Pacifica,104,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Palo Alto,310,22,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Portola Valley,484,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,San Bruno,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,San Francisco,8,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,San Mateo,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Scotts Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,South San Francisco,71,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,2,2015/02/01,Woodside,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Alameda,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Aptos,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Atherton,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Brisbane,1211,21,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Burlingame,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Capitola,11,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Daly City,66,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,El Cerrito,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Felton,4,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Foster City,53,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Hillsborough,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Los Altos,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Los Gatos,71,39,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Menlo Park,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Millbrae,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Oakland,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Pacifica,326,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Palo Alto,411,37,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Portola Valley,515,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Redwood City,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,San Bruno,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,San Francisco,12,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,San Mateo,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Santa Cruz,122,73,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Scotts Valley,44,37,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Soquel,54,36,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,South San Francisco,77,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,3,2015/03/01,Woodside,11,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Aptos,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Belmont,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Brisbane,988,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Burlingame,4,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Capitola,21,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Daly City,104,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,El Cerrito,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Felton,5,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Foster City,5,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Los Gatos,149,43,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Menlo Park,5,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Millbrae,5,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Pacifica,282,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Palo Alto,301,37,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Portola Valley,611,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Redwood City,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,San Bruno,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,San Carlos,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,San Francisco,8,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,San Mateo,9,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Santa Cruz,543,73,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Saratoga,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Scotts Valley,161,29,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Soquel,691,51,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,South San Francisco,32,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,4,2015/04/01,Woodside,18,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Alameda,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Aptos,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Atherton,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Bonny Doon,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Boulder Creek,9,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Brisbane,1146,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Burlingame,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Capitola,179,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Daly City,228,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,East Palo Alto,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,El Cerrito,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Felton,209,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Gualala,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Half Moon Bay,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Los Altos Hills,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Los Gatos,1648,98,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Menlo Park,10,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Millbrae,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Mountain View,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Pacifica,627,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Palo Alto,1307,318,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Portola Valley,976,17,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Redwood City,4,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,San Bruno,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,San Francisco,9,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,San Mateo,17,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Santa Cruz,1885,106,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Saratoga,7,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Scotts Valley,1086,51,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Sonoma,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Soquel,2637,79,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,South San Francisco,33,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,The Sea Ranch,5,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Walnut Creek,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,5,2015/05/01,Woodside,49,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Aptos,7,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Atherton,9,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Boulder Creek,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Brisbane,806,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Burlingame,11,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Capitola,465,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Daly City,623,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Felton,113,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Foster City,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Half Moon Bay,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Hillsborough,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Los Altos,5,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Los Gatos,3553,89,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
