Year,Month,Month Start Date,Community,Total Complaints,Total Number of Callers,data_as_of,data_loaded_at
2015,6,2015/06/01,Menlo Park,18,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Millbrae,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Mountain View,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Pacifica,286,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Palo Alto,2733,150,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Portola Valley,833,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Redwood City,18,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,San Bruno,4,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,San Carlos,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,San Francisco,7,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,San Jose,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,San Mateo,21,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Santa Cruz,3749,92,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Saratoga,10,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Scotts Valley,2148,60,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Soquel,2102,63,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,South San Francisco,13,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Watsonville,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,6,2015/06/01,Woodside,7,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Alameda,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Aptos,257,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Atherton,5,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Belmont,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Bolinas,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Boulder Creek,19,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Brisbane,971,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Burlingame,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Capitola,1142,23,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Daly City,827,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,El Cerrito,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Felton,180,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Foster City,4,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Hillsborough,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,La Honda,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Los Altos,113,41,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Los Altos Hills,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Los Gatos,12208,162,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Menlo Park,64,36,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Millbrae,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Morgan Hill,10,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Mountain View,8,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Pacifica,101,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Palo Alto,5100,228,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Portola Valley,2069,51,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Redwood City,192,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,San Bruno,6,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,San Carlos,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,San Francisco,385,17,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,San Mateo,12,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Santa Cruz,10104,119,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Saratoga,47,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Scotts Valley,9642,87,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Soquel,4815,111,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,South San Francisco,17,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Sunnyvale,5,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,The Sea Ranch,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Tracy,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,7,2015/07/01,Woodside,88,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Alameda,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Aptos,200,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Atherton,11,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Boulder Creek,138,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Brisbane,624,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Burlingame,4,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Capitola,928,22,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Daly City,572,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,El Cerrito,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Felton,227,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Foster City,28,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Half Moon Bay,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Kensington,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,La Honda,9,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Los Altos,327,89,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Los Altos Hills,593,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Los Gatos,15562,173,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Menlo Park,804,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Millbrae,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Morgan Hill,23,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Moss Beach,11,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Mountain View,21,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Newark,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Pacifica,5,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Palo Alto,8770,296,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Portola Valley,2440,65,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Redwood City,661,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,San Carlos,9,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,San Francisco,3205,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,San Jose,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,San Mateo,23,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Santa Cruz,12967,135,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Saratoga,57,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Scotts Valley,9778,98,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Soquel,4229,103,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,South San Francisco,62,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Sunnyvale,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,The Sea Ranch,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Walnut Creek,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,8,2015/08/01,Woodside,88,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Aptos,425,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Atherton,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Berkeley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Boulder Creek,65,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Brisbane,584,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Burlingame,13,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Capitola,1358,28,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Carmel Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Daly City,433,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,El Cerrito,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Felton,1700,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Foster city,5,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Half Moon Bay,59,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Los Altos,1650,72,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Los Altos Hills,29,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Los Gatos,40811,188,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Menlo Park,196,24,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Millbrae,8,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Milpitas,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Morgan Hill,58,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Mountain View,130,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Oakland,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Pacifica,159,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Palo Alto,9896,207,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Portola Valley,11974,30,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Redwood City,544,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,San Bruno,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,San Carlos,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,San Francisco,1764,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,San Jose,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,San Mateo,16,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Santa Cruz,25193,137,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Saratoga,236,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Scotts Valley,20621,101,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Soquel,13484,108,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,South San Francisco,24,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Sunnyvale,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Walnut Creek,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,9,2015/09/01,Woodside,52,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Alameda,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Aptos,334,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Atherton,8,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Belmont,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Ben Lomond,17,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Boulder Creek,34,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Brisbane,2463,43,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Burlingame,4,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Capitola,4948,52,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Carmel Valley,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Daly City,868,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,El Cerrito,6,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Felton,2020,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Foster City,18,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Half Moon Bay,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Kensington,7,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,La Selva Beach,186,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Los Altos,20790,163,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Los Altos Hills,2746,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Los Gatos,55854,233,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Menlo Park,364,22,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Millbrae,9,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Mountain View,1782,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,New Almaden,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Newark,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Pacifica,710,45,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Palo Alto,16544,204,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Portola Valley,25259,53,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Redwood City,863,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,San Bruno,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,San Carlos,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,San Francisco,52,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,San Jose,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,San Mateo,535,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Santa Cruz,27410,203,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Saratoga,1519,36,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Scotts Valley,38797,130,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Soquel,14721,124,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,South San Francisco,17,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Sunnyvale,7,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,The Sea Ranch,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Union City,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Walnut Creek,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Watsonville,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,10,2015/10/01,Woodside,75,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Aptos,445,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Atherton,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Belmont,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Ben Lomond,12,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Boulder Creek,118,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Brisbane,5766,51,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Burlingame,6,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Capitola,4955,45,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Carmel Valley,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Daly City,593,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,El Cerrito,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Felton,1943,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Foster City,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Fremont,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Kensington,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,La Selva Beach,60,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Los Altos,24576,150,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Los Altos Hills,5997,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Los Gatos,44805,214,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Menlo Park,1746,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Millbrae,19,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Mountain View,2372,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Oakland,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Pacifica,1651,28,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Palo Alto,32663,206,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Paradise,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Portola Valley,18437,58,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Redwood City,667,19,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,San Bruno,5,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,San Carlos,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,San Francisco,37,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,San Leandro,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,San Mateo,441,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,San Ramon,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Santa Cruz,22351,162,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Saratoga,2022,21,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Scotts Valley,23890,106,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Soquel,12914,127,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,South San Francisco,20,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Sunnyvale,25,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Watsonville,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,11,2015/11/01,Woodside,2432,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Aptos,301,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Belmont,12,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Ben Lomond,16,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Boulder Creek,182,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Brisbane,3753,46,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Burlingame,12,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Capitola,3486,41,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Carmel Valley,13,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Daly City,1034,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Danville,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,East Palo Alto,15,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Felton,1360,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Foster City,12,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Fremont,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,La Selva Beach,22,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Los Altos,21565,165,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Los Altos Hills,4238,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Los Gatos,39189,212,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Menlo Park,914,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Millbrae,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Moraga,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Mountain View,3079,22,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Oakland,32,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Pacifica,1390,39,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Palo Alto,29329,223,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Piedmont,23,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Portola Valley,11875,56,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,Redwood City,850,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,San Bruno,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,San Carlos,8,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2015,12,2015/12/01,San Francisco,496,17,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
